age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,prénom,téléphone
32,services,married,secondary,no,366,no,no,cellular,14,jun,322,2,-1,0,unknown,nadejda,3360794
52,blue-collar,married,secondary,no,973,no,yes,unknown,8,may,918,2,-1,0,unknown,avram,3356986
34,unemployed,single,primary,no,258,no,yes,cellular,30,may,953,2,-1,0,unknown,michelyne,3353654
51,blue-collar,single,tertiary,no,0,no,yes,telephone,12,may,161,3,236,0,unknown,gerrard,3357179
53,admin.,divorced,primary,no,9367,yes,no,unknown,6,jul,62,16,171,2,success,dollie,3354931
35,student,married,secondary,no,1265,yes,no,unknown,3,jun,298,1,-1,12,unknown,vesna,3357703
62,technician,married,tertiary,no,1238,yes,yes,cellular,6,aug,116,2,323,0,failure,síomha,3358971
50,retired,single,primary,no,2239,yes,no,cellular,1,jul,16,1,-1,0,unknown,charmian,3360717
50,admin.,married,secondary,no,189,no,no,telephone,14,feb,1272,2,5,0,unknown,æðelred,3358106
45,management,single,secondary,no,8669,no,no,cellular,16,may,350,1,85,0,success,amadi (1),3354230
36,blue-collar,single,secondary,no,1573,yes,no,cellular,20,may,404,5,-1,0,success,fane,3357405
35,technician,single,secondary,no,3262,no,no,cellular,8,oct,255,5,-1,1,unknown,janusz,3359194
52,blue-collar,divorced,primary,no,2538,no,no,unknown,11,jan,117,1,-1,2,unknown,mattia,3358909
29,admin.,married,tertiary,no,7103,no,no,telephone,18,aug,758,1,82,0,other,andromeda,3352711
46,entrepreneur,married,unknown,no,1696,yes,no,cellular,10,jun,924,5,-1,0,unknown,coinneach,3358317
45,management,married,secondary,yes,-41,no,no,telephone,5,jul,51,1,-1,0,unknown,don,3356653
29,management,single,secondary,no,82,yes,no,cellular,29,feb,50,1,-1,0,unknown,demetrius,3359445
47,admin.,single,primary,no,3715,no,no,cellular,3,mar,114,2,-1,0,unknown,mikaela,3354410
49,student,married,secondary,no,0,no,no,telephone,31,nov,58,2,368,0,unknown,ambrogino,3360229
31,blue-collar,married,tertiary,no,2845,no,no,cellular,4,may,262,1,-1,0,unknown,leopoldo,3359494
50,student,single,tertiary,no,90,yes,no,telephone,6,jan,185,2,-1,1,unknown,lysette,3353227
35,blue-collar,married,secondary,no,0,no,no,cellular,8,jan,1416,1,690,1,unknown,edit,3357222
33,services,married,tertiary,no,250,yes,no,unknown,23,sep,37,2,235,0,unknown,valentin,3360957
39,blue-collar,married,tertiary,no,1730,yes,yes,cellular,20,apr,237,2,-1,0,failure,tami,3356317
37,blue-collar,married,secondary,no,520,yes,no,cellular,9,jul,60,4,190,0,unknown,beathan,3351352
36,management,married,tertiary,no,2590,yes,no,unknown,25,jul,317,2,-1,0,unknown,szczesny,3354656
41,self-employed,single,primary,no,139,yes,no,cellular,19,nov,34,2,149,5,unknown,aatami,3350226
38,technician,divorced,tertiary,no,3076,no,no,cellular,4,jul,555,1,-1,0,unknown,ardashir,3358658
50,technician,married,primary,no,2161,no,no,cellular,20,feb,50,1,378,10,unknown,red,3354631
45,admin.,married,secondary,no,878,no,no,cellular,23,jan,290,1,102,0,unknown,danya,3356539
35,technician,married,tertiary,no,212,yes,no,cellular,27,nov,106,1,371,0,unknown,radimir,3360115
37,technician,single,secondary,yes,1371,no,no,telephone,27,oct,139,1,-1,3,other,rosaleen,3356152
43,blue-collar,single,secondary,no,5261,no,no,cellular,9,feb,336,2,92,0,unknown,vicente,3352236
43,blue-collar,single,primary,no,2812,no,no,unknown,26,oct,359,1,-1,0,other,assumpció,3355599
63,blue-collar,divorced,secondary,no,303,yes,no,cellular,18,may,351,1,-1,0,unknown,lavina,3355312
50,entrepreneur,divorced,tertiary,no,240,no,no,cellular,4,feb,594,1,-1,0,failure,georgiana,3360886
39,management,married,secondary,no,2731,no,no,cellular,29,jun,143,4,-1,0,success,luciano,3358254
32,management,married,primary,no,1230,no,no,unknown,6,jun,392,1,-1,0,unknown,kenshin,3356448
35,admin.,divorced,secondary,no,2416,no,no,cellular,22,may,238,2,-1,0,unknown,karl,3357233
54,student,married,secondary,no,0,yes,no,cellular,7,jun,1917,2,91,4,unknown,matild,3350544
32,blue-collar,married,primary,no,1559,yes,no,cellular,15,jul,694,1,-1,0,unknown,domen,3354038
36,services,single,secondary,no,1974,yes,no,cellular,29,jul,397,1,-1,0,unknown,shana,3358085
36,management,married,tertiary,no,1133,no,no,cellular,9,feb,155,3,-1,1,unknown,sharif,3358044
39,services,married,secondary,no,1967,no,yes,cellular,26,aug,336,1,195,2,unknown,takako,3358059
60,management,single,secondary,no,0,no,no,cellular,21,jul,179,1,275,0,unknown,vita,3358976
54,management,married,secondary,no,383,no,no,unknown,9,nov,227,1,351,0,unknown,tempest,3350216
41,management,married,tertiary,no,993,yes,no,telephone,5,jul,459,1,-1,0,unknown,gasper,3360629
33,blue-collar,single,tertiary,no,179,no,no,cellular,14,may,828,1,-1,0,unknown,áine,3357606
44,housemaid,married,tertiary,no,3237,yes,yes,cellular,17,may,161,2,-1,1,unknown,laurent,3359894
48,blue-collar,married,tertiary,no,1137,no,no,cellular,28,apr,36,2,-1,0,unknown,innocent,3361123
36,management,married,primary,no,650,no,no,cellular,16,nov,116,5,183,3,unknown,aline,3360065
49,retired,married,secondary,no,367,no,no,cellular,19,jan,679,1,-1,0,unknown,naoise,3354424
39,blue-collar,married,secondary,no,2990,yes,no,cellular,7,aug,479,5,-1,0,unknown,maryanne,3360177
59,management,married,secondary,no,573,no,no,cellular,30,aug,625,6,180,0,unknown,emmy,3354739
33,management,single,secondary,no,1693,no,no,unknown,9,apr,151,2,-1,0,success,benito,3351470
54,technician,divorced,primary,no,3663,no,no,cellular,2,may,542,1,-1,0,unknown,ixchel,3356752
34,retired,married,secondary,no,0,yes,no,cellular,28,nov,271,1,-1,0,unknown,fionnbharr,3355080
38,blue-collar,single,secondary,no,188,yes,no,telephone,1,mar,314,3,-1,0,other,concepta,3351083
45,retired,divorced,tertiary,no,896,yes,yes,telephone,9,may,449,2,133,0,unknown,dragan,3357461
47,technician,married,secondary,no,925,yes,no,cellular,18,may,350,4,-1,0,unknown,gonca,3357978
50,retired,married,unknown,no,349,no,no,telephone,18,may,127,8,48,0,other,leoncio,3353931
37,unknown,married,secondary,no,319,no,no,cellular,20,feb,177,2,-1,0,success,egil,3358975
30,blue-collar,married,secondary,no,275,yes,no,cellular,28,may,301,12,-1,0,unknown,valérie,3357634
32,management,married,primary,no,967,yes,no,telephone,19,jun,176,1,-1,0,failure,bram,3351304
39,management,married,secondary,no,7098,no,no,cellular,7,jun,687,4,-1,0,unknown,shelena,3357873
40,housemaid,single,tertiary,no,590,no,no,cellular,4,jul,1252,3,-1,0,failure,evgenia,3354052
56,admin.,married,tertiary,no,1117,no,yes,unknown,11,feb,670,1,86,0,unknown,christiane,3350684
45,admin.,single,secondary,no,2032,no,no,telephone,7,may,416,3,93,0,unknown,juho,3358985
30,technician,single,unknown,no,624,no,yes,cellular,7,apr,100,2,561,2,unknown,angerona,3355693
29,blue-collar,married,secondary,no,154,yes,no,cellular,5,aug,36,1,-1,0,unknown,edgar,3358026
36,blue-collar,married,tertiary,no,0,yes,no,unknown,15,aug,262,2,-1,0,success,sachin,3350653
41,management,single,secondary,no,486,no,no,cellular,30,apr,673,1,-1,0,unknown,midori,3358629
32,services,married,tertiary,no,0,no,no,cellular,15,jul,1068,2,-1,4,unknown,amardad,3353503
70,retired,single,unknown,no,0,no,no,unknown,27,nov,171,4,-1,0,unknown,marion (1),3353631
29,admin.,single,tertiary,no,361,yes,no,unknown,4,jul,108,3,-1,2,unknown,evander (1),3353869
58,management,married,secondary,no,33,no,no,cellular,9,apr,42,20,-1,0,unknown,krzysztof,3356957
52,technician,divorced,primary,no,0,yes,no,cellular,28,may,150,1,-1,0,unknown,misi,3360449
78,retired,married,secondary,no,421,no,no,telephone,2,feb,152,32,325,0,unknown,kasimira,3356485
44,student,married,tertiary,no,2157,yes,no,cellular,14,aug,301,3,274,0,unknown,rostislav,3352371
36,technician,married,tertiary,no,-353,no,no,cellular,10,may,921,2,-1,0,success,aurélie,3350600
19,unemployed,single,primary,no,197,yes,no,cellular,30,feb,167,5,292,0,failure,corine,3356435
57,management,married,primary,no,0,no,no,cellular,29,feb,236,3,-1,0,unknown,iomhar,3352893
60,technician,divorced,secondary,no,-3,yes,no,cellular,29,nov,249,4,-1,0,unknown,jaka,3356372
34,technician,single,secondary,no,0,no,no,unknown,12,may,294,1,182,0,other,giampiero,3351775
57,management,divorced,secondary,no,2881,yes,no,cellular,20,may,285,6,-1,0,success,alastair,3358661
40,self-employed,single,secondary,no,3310,no,no,cellular,29,apr,95,1,-1,0,failure,borghild,3352067
44,retired,married,tertiary,no,3511,yes,no,cellular,11,may,467,1,-1,0,unknown,harriette,3360846
34,retired,single,secondary,no,4951,yes,no,cellular,5,oct,425,1,216,0,unknown,makenna,3351404
47,management,married,tertiary,no,658,yes,yes,cellular,25,jan,257,3,-1,0,success,drystan,3351093
47,technician,married,secondary,no,0,no,no,cellular,28,aug,234,3,-1,0,other,austyn,3352761
41,blue-collar,married,secondary,no,12,no,no,telephone,3,jul,106,4,478,0,unknown,pip,3351081
42,admin.,married,secondary,no,9407,yes,no,cellular,9,may,31,1,186,3,unknown,kekepania,3354608
30,technician,single,secondary,no,201,yes,no,cellular,28,may,301,2,-1,0,unknown,joi,3355389
45,services,married,primary,no,218,no,yes,telephone,28,apr,213,5,-1,0,unknown,deo,3354612
55,admin.,divorced,secondary,no,1413,no,no,cellular,5,aug,470,2,-1,0,success,perle,3353106
29,management,married,tertiary,no,1134,yes,no,cellular,3,aug,696,5,-1,0,unknown,masego,3361031
30,management,married,secondary,no,2887,yes,no,cellular,30,nov,483,2,-1,1,unknown,sesto,3358418
40,self-employed,divorced,secondary,no,1704,no,no,cellular,4,jun,156,8,-1,0,unknown,ratan,3358500
24,retired,married,tertiary,no,5267,no,no,cellular,18,may,382,8,-1,2,other,michjo,3357389
24,management,single,secondary,no,1000,yes,no,cellular,18,may,152,1,368,0,unknown,hafiz,3360938
35,management,married,secondary,no,1235,no,no,unknown,23,nov,350,2,-1,0,unknown,howie,3359117
36,management,married,tertiary,no,194,yes,no,cellular,8,apr,90,1,269,1,unknown,eddy,3351382
61,blue-collar,divorced,tertiary,no,1227,no,no,cellular,5,jul,291,1,-1,0,success,hiltraud,3351065
47,technician,married,secondary,no,2587,no,no,cellular,14,may,300,1,-1,0,unknown,jerónimo,3357690
35,retired,married,tertiary,no,1852,no,no,cellular,13,oct,35,1,-1,2,unknown,iarfhlaith,3359255
46,technician,married,primary,no,335,yes,no,cellular,2,jul,182,5,-1,0,failure,dionysos,3350836
69,technician,divorced,tertiary,no,945,yes,no,cellular,17,may,153,3,-1,1,unknown,gore,3360433
58,blue-collar,married,secondary,no,704,no,no,cellular,5,aug,1111,3,-1,0,unknown,mateo,3361061
61,technician,divorced,tertiary,no,1583,yes,no,unknown,5,jul,261,3,-1,2,unknown,karolis,3358104
57,blue-collar,single,primary,no,599,no,no,cellular,16,may,246,3,-1,0,unknown,samu,3352478
37,admin.,married,secondary,no,-128,no,no,cellular,17,jan,670,1,-1,1,unknown,brenna,3360398
50,technician,single,secondary,no,0,no,no,cellular,9,may,55,6,336,0,other,urbana,3359080
29,retired,married,secondary,no,-1053,yes,no,unknown,11,jun,460,1,-1,0,unknown,shiro,3353868
42,technician,married,secondary,no,535,no,no,cellular,13,nov,111,3,362,6,unknown,vilchjo,3350764
32,blue-collar,single,secondary,no,0,yes,no,telephone,15,may,1041,1,288,0,unknown,eoforhild,3357367
56,blue-collar,married,tertiary,no,676,no,yes,cellular,6,feb,974,2,-1,0,unknown,bennie,3357113
34,retired,married,tertiary,no,131,yes,no,unknown,4,jun,172,2,-1,7,unknown,santos,3350792
29,technician,married,unknown,no,2066,no,yes,cellular,13,may,177,1,-1,0,success,albertine,3360383
36,management,married,secondary,no,1579,yes,no,telephone,5,jan,691,1,-1,1,unknown,normina,3357223
29,admin.,married,tertiary,no,2564,no,no,cellular,15,jul,733,2,-1,6,unknown,achille,3356025
40,blue-collar,married,secondary,no,518,yes,no,cellular,5,jul,135,1,-1,0,unknown,fife,3357506
41,management,married,secondary,no,373,no,no,cellular,16,may,308,7,-1,1,unknown,kapila,3354937
29,entrepreneur,single,secondary,no,59,no,no,telephone,17,feb,209,2,256,41,unknown,kamryn,3360111
52,admin.,married,tertiary,no,2137,no,yes,unknown,12,aug,100,3,-1,2,unknown,alechjo,3359418
45,retired,single,secondary,no,1034,yes,no,cellular,30,may,467,1,-1,0,unknown,calvin,3358608
59,technician,single,primary,no,1412,no,no,cellular,15,jul,28,1,-1,0,unknown,enu,3355557
39,technician,married,tertiary,no,482,yes,no,cellular,9,aug,154,1,-1,0,unknown,eugênia,3352297
36,admin.,married,primary,no,335,no,no,cellular,10,may,501,3,-1,0,failure,lành,3350437
37,retired,married,secondary,no,329,yes,no,cellular,5,aug,353,2,-1,0,success,kriemhilde,3355249
62,services,married,tertiary,no,705,no,no,unknown,11,aug,1689,1,92,0,unknown,hartwig,3360753
73,technician,married,secondary,no,76,yes,no,unknown,17,aug,27,1,-1,0,unknown,aatto,3353323
35,blue-collar,married,tertiary,no,530,no,no,cellular,11,feb,100,3,120,0,failure,orval,3357325
34,student,married,unknown,no,0,no,no,unknown,20,may,108,2,-1,0,success,epona,3352062
35,retired,married,primary,no,1085,no,no,cellular,28,jul,223,4,-1,4,failure,padrig,3352737
56,admin.,married,primary,no,559,no,no,cellular,8,may,74,2,-1,0,unknown,ghayth,3350336
41,admin.,single,secondary,no,8029,no,no,cellular,27,apr,283,7,-1,1,unknown,muscowequan,3354340
35,blue-collar,married,secondary,no,4402,yes,yes,cellular,6,aug,744,3,-1,0,unknown,deforest,3359253
30,admin.,married,unknown,no,1230,no,no,cellular,6,apr,666,2,-1,0,unknown,karim,3357654
52,retired,single,secondary,no,262,no,no,cellular,11,may,141,2,342,0,failure,adélaïde,3357172
26,management,divorced,secondary,no,789,no,no,cellular,8,jul,438,1,-1,0,unknown,tiarnan,3353622
36,management,divorced,tertiary,no,588,yes,no,unknown,17,aug,423,6,241,0,unknown,petros,3353353
30,blue-collar,single,tertiary,no,876,no,no,unknown,17,apr,1970,5,-1,0,success,terence,3354037
42,management,single,tertiary,no,228,no,no,cellular,3,jun,365,2,-1,0,failure,sirvart,3352690
29,retired,single,secondary,no,129,yes,no,unknown,18,may,270,3,-1,0,unknown,korbin,3356383
18,services,married,secondary,no,29,no,no,unknown,30,nov,149,1,124,2,unknown,miroslava,3351424
46,housemaid,married,tertiary,no,1322,no,no,cellular,9,aug,251,1,-1,0,failure,ove,3352981
26,technician,married,secondary,no,337,no,no,cellular,8,jun,329,5,-1,0,unknown,theodosia,3350675
55,unemployed,married,tertiary,no,-104,yes,no,cellular,22,jun,623,2,-1,1,unknown,gunne,3354887
34,management,single,tertiary,no,915,no,no,cellular,15,apr,726,8,479,0,unknown,porter,3352666
32,blue-collar,single,tertiary,no,138,yes,no,cellular,7,jul,149,1,99,0,unknown,judi,3355550
32,technician,married,tertiary,no,-20,yes,no,cellular,12,may,279,6,228,1,unknown,hans,3357292
57,blue-collar,married,tertiary,no,1384,no,no,cellular,11,jul,179,1,-1,0,unknown,mariusz,3353359
48,technician,single,secondary,no,148,yes,no,unknown,18,nov,283,1,-1,0,unknown,echo,3350016
24,management,married,secondary,no,1717,no,no,cellular,8,may,75,2,-1,0,unknown,janus,3360798
33,technician,single,secondary,no,5,yes,yes,cellular,4,may,849,2,-1,3,other,iosif,3351152
30,technician,divorced,primary,no,930,no,yes,cellular,26,may,78,5,-1,3,unknown,fionnghall,3358607
32,self-employed,married,primary,no,6374,yes,no,unknown,17,sep,25,4,274,0,failure,reid,3359029
36,admin.,married,secondary,no,7279,no,no,cellular,3,may,910,4,-1,2,unknown,rasmus,3358319
45,management,married,tertiary,no,1713,no,no,cellular,31,aug,645,3,105,0,unknown,shirley,3356805
30,technician,married,tertiary,no,455,no,no,cellular,20,jul,1628,5,-1,0,unknown,maxene,3359484
39,management,single,primary,no,-309,yes,yes,cellular,23,apr,943,3,-1,0,unknown,inès,3358625
31,blue-collar,married,tertiary,no,1004,no,no,telephone,4,jun,421,1,-1,0,success,maura (2),3355101
50,retired,single,secondary,no,5115,yes,no,cellular,5,jun,406,1,89,0,unknown,vespera,3350594
36,blue-collar,divorced,tertiary,no,307,yes,yes,telephone,21,jul,496,2,-1,0,unknown,siena,3360130
32,management,single,tertiary,no,1970,no,no,cellular,9,nov,634,1,-1,0,unknown,elario,3354636
44,admin.,married,secondary,no,2478,no,no,cellular,12,aug,923,1,-1,0,failure,ghadir,3356893
47,technician,single,unknown,no,717,yes,yes,cellular,13,jan,103,1,-1,0,unknown,dianne,3352470
34,technician,married,secondary,no,60,no,no,cellular,15,jun,456,1,-1,0,unknown,karena,3357144
34,management,married,secondary,no,46,no,no,cellular,26,nov,235,3,-1,0,unknown,jasmin,3359043
45,management,married,tertiary,no,133,yes,yes,cellular,5,may,96,8,-1,2,unknown,cainan,3351594
34,admin.,married,secondary,no,2013,no,no,cellular,7,jul,214,1,-1,0,failure,nastasia,3352960
34,management,married,tertiary,no,0,no,no,cellular,27,may,128,2,-1,0,unknown,murtagh,3350277
43,blue-collar,married,tertiary,no,59,yes,yes,cellular,10,jul,322,2,-1,0,success,laetitia,3353568
55,technician,single,primary,no,40,yes,no,cellular,19,may,92,3,-1,0,failure,fuad,3358309
50,management,married,secondary,no,1940,no,no,cellular,8,may,165,1,-1,0,unknown,frazier,3354168
52,blue-collar,single,secondary,no,684,yes,no,cellular,20,may,111,3,343,0,failure,ryanne,3351127
36,technician,married,secondary,no,1608,no,no,cellular,13,jul,175,6,-1,0,other,violet,3360804
56,housemaid,married,secondary,no,431,yes,no,unknown,16,apr,64,2,-1,0,unknown,kelda,3351930
78,technician,single,secondary,no,146,yes,no,cellular,30,may,188,1,345,0,unknown,charlot,3357288
34,technician,married,secondary,no,6551,yes,no,cellular,21,may,100,9,-1,0,unknown,connell,3361107
35,blue-collar,married,tertiary,no,938,yes,yes,cellular,15,oct,814,3,-1,0,unknown,kirabo,3353712
39,blue-collar,single,secondary,yes,2486,no,no,cellular,22,may,475,3,-1,2,unknown,theda,3357099
45,retired,married,tertiary,no,350,no,no,cellular,3,mar,380,4,344,3,other,tamás,3358148
34,management,married,tertiary,no,106,no,no,cellular,20,apr,193,2,-1,0,unknown,tabatha,3360948
44,technician,single,secondary,no,705,yes,no,unknown,8,may,415,1,91,0,unknown,eeva,3351225
33,management,married,tertiary,yes,620,no,no,cellular,8,aug,158,3,-1,2,unknown,rudo,3354685
33,blue-collar,single,secondary,no,1151,no,no,unknown,13,may,32,13,-1,0,failure,damion,3351826
31,technician,married,secondary,no,0,no,no,cellular,7,oct,104,2,242,0,unknown,júlia,3350037
42,management,married,tertiary,no,292,yes,no,telephone,6,may,46,1,-1,0,unknown,osman,3357402
49,housemaid,married,primary,no,659,yes,yes,cellular,12,oct,126,2,65,0,unknown,roel,3356402
29,self-employed,married,secondary,no,1924,no,no,cellular,8,may,520,1,-1,0,unknown,gerhold,3358206
28,services,single,secondary,no,101,no,yes,cellular,28,aug,707,4,-1,0,unknown,kallistrate,3354528
26,admin.,married,tertiary,no,897,no,no,unknown,6,jul,682,3,-1,0,unknown,jessamine,3351072
32,retired,married,tertiary,no,154,no,no,cellular,29,feb,108,2,-1,0,unknown,estéban,3357765
38,management,married,tertiary,no,294,no,no,cellular,2,sep,252,1,369,0,unknown,aristide,3354959
27,technician,single,tertiary,no,-35,no,no,cellular,4,apr,263,2,-1,3,unknown,tonka,3352425
40,management,married,secondary,no,334,yes,no,telephone,7,nov,396,7,-1,0,unknown,candace,3359404
32,blue-collar,divorced,secondary,no,9001,no,no,cellular,3,may,248,4,550,0,unknown,eilert,3355833
52,unemployed,married,secondary,no,548,no,no,cellular,10,jun,148,2,-1,2,unknown,kristjan,3360106
31,retired,divorced,secondary,no,-104,no,no,cellular,4,apr,86,3,90,0,unknown,pompiliu,3351457
34,blue-collar,single,secondary,no,4,no,no,unknown,2,mar,285,5,94,0,unknown,jared,3354368
35,student,single,secondary,no,613,yes,yes,cellular,18,may,225,1,-1,0,unknown,jay (1),3360294
48,technician,single,secondary,no,246,no,no,cellular,13,may,83,2,84,0,unknown,bálint,3356169
44,services,married,secondary,no,27,yes,no,cellular,20,may,124,2,174,0,success,ramachander,3354518
48,admin.,married,tertiary,no,-35,no,no,cellular,18,jun,31,5,-1,0,unknown,benedetto,3360006
35,admin.,married,secondary,no,536,no,no,cellular,29,apr,742,2,287,3,unknown,vicki,3350979
56,services,married,secondary,no,10218,yes,no,cellular,14,may,97,1,87,6,unknown,nicolasa,3360911
40,blue-collar,married,primary,no,1796,no,no,cellular,14,jan,160,1,186,0,unknown,kendrick,3354933
42,blue-collar,single,tertiary,no,463,no,no,telephone,9,feb,162,2,-1,0,unknown,elisaveta,3350659
44,blue-collar,married,tertiary,no,6791,no,no,cellular,26,sep,543,2,417,0,unknown,dragica,3350907
25,admin.,married,tertiary,no,51,yes,no,cellular,12,aug,131,1,-1,1,unknown,korey,3354436
33,management,married,secondary,no,1165,yes,yes,telephone,25,apr,209,2,-1,0,unknown,emmanuelle,3353714
35,management,single,tertiary,no,1198,no,no,cellular,21,nov,243,1,-1,0,unknown,manlio,3354247
36,technician,married,tertiary,no,0,no,no,cellular,13,may,6,4,-1,3,unknown,sol (2),3351822
30,management,single,secondary,no,482,no,no,cellular,2,jun,549,1,-1,0,success,chrysanta,3357156
42,admin.,single,secondary,no,124,no,yes,cellular,24,apr,534,3,-1,2,success,mirela,3358986
35,admin.,married,secondary,yes,934,no,yes,cellular,20,apr,657,2,-1,0,unknown,dion,3352902
58,management,married,tertiary,no,-199,no,no,cellular,18,feb,113,2,-1,0,unknown,jeremy,3349996
35,admin.,divorced,secondary,no,0,yes,no,cellular,4,jan,429,7,-1,0,unknown,murdo,3353810
31,blue-collar,married,secondary,no,2788,yes,yes,cellular,12,aug,394,1,-1,0,unknown,tiamat,3351985
60,blue-collar,married,tertiary,no,-72,yes,yes,cellular,17,apr,283,2,181,0,unknown,jarred,3350605
43,admin.,married,secondary,no,1381,yes,no,unknown,7,nov,556,1,-1,0,unknown,houda,3354730
32,management,divorced,tertiary,no,0,yes,no,unknown,18,jun,295,2,-1,6,unknown,anniina,3352552
29,services,married,tertiary,no,0,no,no,cellular,8,jul,593,2,-1,0,unknown,rolland,3351279
46,management,married,primary,no,2817,no,no,cellular,20,jul,283,4,267,0,unknown,achim,3353397
34,blue-collar,single,secondary,no,388,no,no,cellular,28,jan,331,9,180,3,unknown,gayle,3360196
38,services,married,secondary,no,154,yes,no,cellular,20,jun,193,2,-1,0,unknown,mónica,3351415
39,technician,married,secondary,no,-97,no,no,unknown,27,may,97,7,-1,0,unknown,corneliu,3357663
32,admin.,single,secondary,no,285,no,no,unknown,23,jul,166,3,-1,3,success,elizabeta,3355825
44,management,married,secondary,no,0,no,no,cellular,9,may,400,1,-1,0,unknown,elisa,3361115
40,admin.,married,tertiary,no,459,no,yes,cellular,8,may,148,1,-1,0,unknown,phelan,3358441
46,admin.,single,secondary,no,510,yes,no,cellular,14,may,244,3,197,26,unknown,sorcha,3360062
69,management,married,primary,no,897,yes,no,cellular,11,jun,571,2,-1,0,success,katarzyna,3356504
36,student,married,secondary,no,1780,no,no,unknown,17,jun,73,1,-1,0,unknown,volker,3354550
28,technician,married,tertiary,no,924,no,no,cellular,20,aug,464,2,-1,0,unknown,tadej,3356336
60,technician,single,secondary,no,2453,yes,no,cellular,13,jun,65,1,-1,1,failure,satish,3351916
48,services,married,tertiary,no,1231,no,no,unknown,2,may,245,1,-1,1,unknown,leda,3360323
28,technician,divorced,tertiary,no,1962,no,no,cellular,4,jun,60,3,-1,2,unknown,ruud,3354757
44,retired,married,tertiary,no,3340,no,no,cellular,6,aug,458,2,-1,0,unknown,gunnvor,3354257
34,blue-collar,married,unknown,no,542,yes,no,cellular,3,aug,1865,1,-1,0,unknown,linnette,3350943
46,entrepreneur,divorced,secondary,no,0,yes,no,unknown,3,nov,274,7,128,0,unknown,sylvia,3351368
34,entrepreneur,single,secondary,no,173,yes,no,unknown,20,jun,156,2,91,1,unknown,scotty,3352455
23,management,married,secondary,no,-396,yes,no,cellular,21,may,22,3,-1,0,unknown,alva,3358392
55,retired,single,tertiary,no,1519,no,yes,telephone,28,aug,378,1,139,0,success,shiva,3353260
31,admin.,married,tertiary,no,1207,yes,no,cellular,23,nov,21,1,-1,0,unknown,hammond,3351108
28,management,married,secondary,no,1869,yes,no,cellular,14,may,114,3,-1,4,unknown,blodeuwedd,3357539
26,services,single,tertiary,no,365,yes,no,unknown,5,may,1448,12,-1,0,unknown,seren,3356810
38,retired,divorced,tertiary,no,28,yes,no,unknown,28,may,161,8,-1,0,failure,cathal,3359204
28,retired,single,secondary,no,3082,no,no,cellular,21,may,76,4,-1,0,failure,persis,3354853
30,services,single,tertiary,no,0,yes,no,cellular,29,may,65,1,-1,0,unknown,earnest,3359896
36,blue-collar,married,secondary,no,4888,yes,no,cellular,28,sep,47,2,-1,0,unknown,lena,3351708
42,student,single,secondary,no,916,no,no,unknown,23,aug,231,1,91,0,unknown,asia,3356832
51,unknown,single,tertiary,no,1478,no,no,cellular,13,jun,496,3,-1,0,unknown,fletcher,3355809
57,management,single,secondary,no,177,no,no,cellular,20,nov,579,1,-1,0,unknown,ivah,3357423
29,technician,single,unknown,no,361,yes,no,cellular,30,may,59,3,457,0,other,dottie,3351684
40,housemaid,single,secondary,no,222,yes,no,unknown,12,aug,102,1,-1,5,failure,charlotta,3358932
45,technician,single,secondary,no,315,yes,no,cellular,13,apr,248,1,-1,2,unknown,praise,3360581
47,services,married,tertiary,no,2644,yes,no,cellular,12,mar,372,1,-1,2,unknown,dalal,3356728
34,self-employed,single,secondary,no,-537,no,no,cellular,4,may,567,7,-1,0,unknown,florentin,3356518
54,retired,married,tertiary,no,0,yes,no,cellular,23,nov,651,3,197,4,unknown,kameron,3351161
52,management,married,secondary,no,131,yes,no,telephone,6,oct,193,2,-1,4,unknown,ahriman,3353640
44,management,married,secondary,no,775,yes,no,cellular,16,may,30,1,-1,0,unknown,aydin,3349998
43,technician,single,primary,no,335,no,no,cellular,25,aug,226,4,-1,1,unknown,lorene,3353175
25,technician,married,secondary,no,927,no,yes,cellular,29,jul,283,2,92,0,unknown,pawel,3360642
30,technician,divorced,tertiary,no,168,yes,no,cellular,9,feb,214,4,-1,0,success,korë,3355953
32,retired,single,tertiary,no,3324,no,no,cellular,29,jul,899,1,-1,0,unknown,michayla,3361145
53,technician,married,secondary,yes,121,no,no,cellular,18,may,532,1,-1,0,unknown,kirsty,3359748
37,blue-collar,married,primary,no,602,yes,no,cellular,17,aug,222,1,-1,0,unknown,ola,3359207
30,management,single,secondary,no,143,no,no,unknown,21,mar,2016,1,-1,1,unknown,mircea,3355266
57,student,married,secondary,no,890,no,no,cellular,12,jun,643,2,-1,0,unknown,juno,3351602
49,blue-collar,single,secondary,no,2183,yes,no,cellular,29,may,133,1,92,0,unknown,aindriú,3359336
74,technician,single,secondary,no,1368,no,no,cellular,18,jul,1232,1,-1,0,unknown,dugald,3358156
55,retired,single,secondary,no,3033,yes,no,cellular,24,jul,134,4,258,0,unknown,steffen,3356413
34,blue-collar,married,tertiary,no,1617,yes,yes,cellular,27,aug,1081,3,-1,1,unknown,shawn,3357151
31,student,married,secondary,no,8295,no,no,telephone,9,may,348,1,-1,3,unknown,shaynah,3355291
46,blue-collar,married,secondary,no,-492,no,no,unknown,6,jun,221,4,57,0,success,juliane,3359129
37,management,married,secondary,no,4287,yes,no,cellular,29,aug,193,1,-1,0,unknown,mirabella,3360624
